review_id,product_id,customer_id,rating,review_text,review_date
966,53,3053,5,Good features but poor execution.,2024-09-10
967,1544,44,5,Minor issues but works as intended.,2024-07-27
968,44,44,5,Minor issues but works as intended.,2024-07-24
969,29,3029,1,"Pretty good, room for improvement though.",2024-10-16
970,1529,3029,1,"Pretty good, room for improvement though.",2024-01-16
971,1552,6052,2,"Reliable product, no regrets.",2024-03-25
972,52,6052,2,"Reliable product, no regrets.",2024-08-27
973,1558,4558,3,Excellent product for daily use.,2024-01-01
974,58,4558,3,Excellent product for daily use.,2023-12-11
975,1504,4504,1,The product arrived late but works well.,2023-12-28
976,4,4504,1,The product arrived late but works well.,2024-06-16
977,27,27,5,Had some issues but support was helpful.,2024-07-16
978,1527,27,5,Had some issues but support was helpful.,2024-07-06
979,77,4577,2,Satisfied with the purchase overall.,2024-06-02
980,1577,4577,2,Satisfied with the purchase overall.,2023-12-30
981,18,6018,2,Best purchase I have made this year!,2024-01-10
982,1518,6018,2,Best purchase I have made this year!,2024-07-27
983,12,9012,4,Could be better for the price point.,2024-03-25
984,1512,9012,4,Could be better for the price point.,2024-03-30
985,40,6040,2,Impressive features for the price.,2024-03-04
986,1540,6040,2,Impressive features for the price.,2024-02-20
987,1517,4517,5,Disappointed with the overall quality.,2024-04-04
988,17,4517,5,Disappointed with the overall quality.,2024-08-15
989,1520,1520,3,"Not worth the money, save your cash.",2024-04-09
990,20,1520,3,"Not worth the money, save your cash.",2024-10-05
991,57,6057,3,Some improvements needed but good overall.,2024-03-06
992,1557,6057,3,Some improvements needed but good overall.,2024-08-20
993,64,9064,2,Not quite what I was hoping for.,2024-08-23
994,1564,9064,2,Not quite what I was hoping for.,2024-04-06
995,1535,6035,4,Quality control needs improvement.,2024-06-11
996,35,6035,4,Quality control needs improvement.,2024-11-02
997,47,6047,1,Perfect addition to my setup.,2024-06-17
998,1547,6047,1,Perfect addition to my setup.,2024-10-13
999,1526,9026,1,"Easy to use, great features.",2024-09-30
1000,26,9026,1,"Easy to use, great features.",2024-10-11
1001,1550,6050,3,Outstanding quality and design.,2024-02-20
1002,50,6050,3,Outstanding quality and design.,2024-02-04
1003,75,7575,5,Could use some improvements.,2024-07-05
1004,1575,7575,5,Could use some improvements.,2024-02-15
1005,10,4510,2,Very impressed with the build quality.,2024-09-05
1006,1510,4510,2,Very impressed with the build quality.,2024-06-29
1007,77,3077,2,Satisfied with the purchase overall.,2024-07-15
1008,1577,3077,2,Satisfied with the purchase overall.,2023-11-26
1009,1508,1508,2,"Fantastic, exactly what I needed.",2024-08-25
1010,8,1508,2,"Fantastic, exactly what I needed.",2024-03-08
1011,1545,6045,2,Exceeded my expectations completely.,2024-09-23
1012,45,6045,2,Exceeded my expectations completely.,2024-01-01
1013,1554,54,2,Lives up to the hype completely.,2024-09-20
1014,54,54,2,Lives up to the hype completely.,2024-08-06
1015,1504,4,1,The product arrived late but works well.,2024-04-22
1016,4,4,1,The product arrived late but works well.,2024-05-15
1017,2,2,1,"Not what I expected, but still decent.",2024-07-31
1018,1502,2,1,"Not what I expected, but still decent.",2024-05-03
1019,31,7531,2,"Not as described, slightly disappointed.",2024-06-19
1020,1531,7531,2,"Not as described, slightly disappointed.",2024-03-07
1021,1562,7562,2,"Good product, slow delivery.",2023-12-15
1022,62,7562,2,"Good product, slow delivery.",2024-04-30
1023,39,4539,1,Some flaws but overall satisfactory.,2024-05-15
1024,1539,4539,1,Some flaws but overall satisfactory.,2024-06-04
1025,1541,3041,3,Expected better quality materials.,2023-11-19
1026,41,3041,3,Expected better quality materials.,2024-05-15
1027,71,3071,5,Solid product despite minor flaws.,2024-02-12
1028,1571,3071,5,Solid product despite minor flaws.,2024-08-24
1029,1514,7514,2,"Average product, nothing special.",2024-11-09
1030,14,7514,2,"Average product, nothing special.",2024-09-20
1031,42,6042,5,Simple to set up and use daily.,2024-06-08
1032,1542,6042,5,Simple to set up and use daily.,2024-05-07
1033,24,9024,5,Would give it 6 stars if I could!,2024-06-04
1034,1524,9024,5,Would give it 6 stars if I could!,2024-09-04
1035,1554,7554,2,Lives up to the hype completely.,2024-07-09
1036,54,7554,2,Lives up to the hype completely.,2024-06-13
1037,69,1569,1,Amazing value for the features.,2024-09-02
1038,1569,1569,1,Amazing value for the features.,2024-06-02
1039,78,7578,1,Good quality but instructions unclear.,2024-05-20
1040,1578,7578,1,Good quality but instructions unclear.,2024-02-04
1041,79,9079,1,Would definitely buy again!,2024-02-20
1042,1579,9079,1,Would definitely buy again!,2024-04-09
1043,49,7549,1,"Not the best, but gets the job done.",2024-07-29
1044,1549,7549,1,"Not the best, but gets the job done.",2024-10-07
1045,43,4543,3,"Great value, pleasantly surprised.",2024-01-31
1046,1543,4543,3,"Great value, pleasantly surprised.",2024-08-08
1047,10,10,2,Very impressed with the build quality.,2024-01-19
1048,1510,10,2,Very impressed with the build quality.,2024-07-08
1049,1541,7541,3,Expected better quality materials.,2024-06-16
1050,41,7541,3,Expected better quality materials.,2024-11-08
1051,1508,8,2,"Fantastic, exactly what I needed.",2024-06-06
1052,8,8,2,"Fantastic, exactly what I needed.",2024-06-17
1053,1573,4573,5,Works well but expensive for what it is.,2024-07-22
1054,73,4573,5,Works well but expensive for what it is.,2024-03-02
1055,1514,9014,2,"Average product, nothing special.",2024-07-08
1056,14,9014,2,"Average product, nothing special.",2024-10-08
1057,65,65,2,Superior quality compared to competitors.,2023-12-22
1058,1565,65,2,Superior quality compared to competitors.,2024-03-05
1059,9,1509,2,"It is okay, does the job.",2024-04-06
1060,1509,1509,2,"It is okay, does the job.",2024-02-12
1061,47,4547,1,Perfect addition to my setup.,2024-04-14
1062,1547,4547,1,Perfect addition to my setup.,2024-03-05
1063,1560,1560,1,Definitely recommend to others.,2024-05-24
1064,60,1560,1,Definitely recommend to others.,2024-07-06
1065,1554,9054,2,Lives up to the hype completely.,2023-11-20
1066,54,9054,2,Lives up to the hype completely.,2024-10-31
1067,1521,9021,2,Exactly what I was looking for.,2024-09-18
1068,21,9021,2,Exactly what I was looking for.,2024-07-17
1069,25,6025,1,Decent product but overpriced.,2024-11-16
1070,1525,6025,1,Decent product but overpriced.,2024-06-26
1071,72,4572,5,Really impressed with the quality.,2023-12-04
1072,1572,4572,5,Really impressed with the quality.,2024-01-19
1073,24,1524,5,Would give it 6 stars if I could!,2024-03-17
1074,1524,1524,5,Would give it 6 stars if I could!,2024-06-01
1075,13,3013,5,"Perfect for my needs, highly recommend.",2024-02-22
1076,1513,3013,5,"Perfect for my needs, highly recommend.",2024-04-13
1077,1558,6058,3,Excellent product for daily use.,2024-05-08
1078,58,6058,3,Excellent product for daily use.,2024-06-15
1079,1508,7508,2,"Fantastic, exactly what I needed.",2024-05-28
1080,8,7508,2,"Fantastic, exactly what I needed.",2024-04-23
1081,28,4528,1,"Solid construction, feels durable.",2024-07-25
1082,1528,4528,1,"Solid construction, feels durable.",2024-03-29
1083,77,6077,2,Satisfied with the purchase overall.,2024-04-16
1084,1577,6077,2,Satisfied with the purchase overall.,2024-07-24
1085,1573,3073,5,Works well but expensive for what it is.,2024-08-16
1086,73,3073,5,Works well but expensive for what it is.,2024-01-15
1087,1546,4546,2,"Just average, nothing remarkable.",2024-04-29
1088,46,4546,2,"Just average, nothing remarkable.",2024-03-13
1089,64,3064,2,Not quite what I was hoping for.,2023-12-05
1090,1564,3064,2,Not quite what I was hoping for.,2024-03-23
1091,1554,6054,2,Lives up to the hype completely.,2023-12-24
1092,54,6054,2,Lives up to the hype completely.,2024-02-18
1093,1526,3026,1,"Easy to use, great features.",2024-01-17
1094,26,3026,1,"Easy to use, great features.",2024-05-03
1095,1576,4576,3,"Great features, worth the wait.",2024-07-24
1096,76,4576,3,"Great features, worth the wait.",2024-04-09
1097,65,3065,2,Superior quality compared to competitors.,2024-03-31
1098,1565,3065,2,Superior quality compared to competitors.,2024-10-01
1099,1552,52,2,"Reliable product, no regrets.",2024-03-18
1100,52,52,2,"Reliable product, no regrets.",2024-10-09
1101,24,4524,5,Would give it 6 stars if I could!,2024-07-25
1102,1524,4524,5,Would give it 6 stars if I could!,2024-02-25
1103,1530,3030,3,Absolutely love this product!,2024-10-25
1104,30,3030,3,Absolutely love this product!,2023-12-18
1105,1553,4553,5,Good features but poor execution.,2024-01-26
1106,53,4553,5,Good features but poor execution.,2023-12-12
